index,quote,tags
1106,Children betrayed their parents by becoming their own people.,family-relationships;inspirational
1107,"You were not born on earth to please anyone; you have to live life to express yourself, not to impress someone. Don't pretend to be someone you're not, and never lose yourself in search of other people's acceptance and approval.",authentic-living;be-yourself;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
1108,Life teaches us the right path is rarely the easy one.,inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
1109,Be with someone who inspires you and makes you be the best version of yourself.,inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;relationship
1110,"This life is for loving, sharing, learning, smiling, caring, forgiving, laughing, hugging, helping, dancing, wondering, healing, and even more loving. I choose to live life this way. I want to live my life in such a way that when I get out of bed in the morning, the devil says, 'aw shit, he's up!",caring;dancing;devil;forgiving;healing;helping;hugging;inspirational;laughing;learning;life;loving;loving-choices;motivational;sharing;smiling;wondering
1111,"It is truth that liberates, not your effort to be free.",inspirational;religion;truth
1112,"Awake, arise or be for ever fall’n.",inspirational;lucifer;rebellion;revolt;satan
1113,"If you give up what you want most for what you think you should want more, you'll end up miserable.",inspirational;truth
1114,"Rest is not idleness, and to lie sometimes on the grass under trees on a summer's day, listening to the murmur of the water, or watching the clouds float across the sky, is by no means a waste of time.",beauty;clouds;grass;idleness;inspirational;nature;rest;science;sky;summer;time;trees;water
1115,"If we had no winter, the spring would not be so pleasant: if we did not sometimes taste of adversity, prosperity would not be so welcome.",adversity;appreciation;hardship;inspirational;life;prosperity;seasons;spring;winter
1116,Employ your time in improving yourself by other men's writings so that you shall come easily by what others have labored hard for.,inspirational;reading;wisdom
1117,"I choose gentleness... Nothing is won by force. I choose to be gentle. If I raise my voice may it be only in praise. If I clench my fist, may it be only in prayer. If I make a demand, may it be only of myself.",christian;gentleness;inspirational
1118,"My name is Celaena Sardothien,"" she whispered, ""and I will not be afraid.",celaena-sardothien;empowerment;fantasy-young-adult;fierce;inspirational;motto;throne-of-glass
1119,"Indeed, learning to write may be part of learning to read. For all I know, writing comes out of a superior devotion to reading.",devotion;inspirational;learning;reading;writing
1120,"Makakapili ka ng lugar na uupuan mo, pero hindi mo mapipili ang taong uupo sa puwang sa tabi mo... Ganyan ang senaryo sa bus. Ganyan din sa pag-ibig... Lalong 'di mo kontrolado kung kelan siya bababa.",inspirational;love
1121,"I am who I am; no more, no less.",inspirational;self-awareness;self-realization
1122,"Whatever you think, be sure it is what you think; whatever you want, be sure that is what you want; whatever you feel, be sure that is what you feel.",inspirational
1123,"Dream your own dreams, achieve your own goals. Your journey is your own and unique.",dream;dreams;goals;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
1124,"I love you, in my mind where my thoughts reside, in my heart where my emotions live, and in my soul where my dreams are born. I love you.",inspirational;love;romantic
1125,Anything is possible. Anything can be.,inspirational
1126,It is not uncommon for people to spend their whole life waiting to start living.,inspirational;spiritual
1127,"The value of things is not the time they last, but the intensity with which they occur. That is why there are unforgettable moments and unique people!",inspirational
1128,"Life,” said Marvin dolefully, “loathe it or ignore it, you can’t like it.",inspirational
1129,"Facing it, always facing it, that’s the way to get through. Face it.",adversity;adversity-quotes;coping;face-your-fears;face-your-problems;inspirational
1130,Great Leaders Create More Leader,inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leader;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success;vision
1131,You don't need anybody to tell you who you are or what you are. You are what you are!,be-yourself;inspirational;self-awareness;self-determination
1132,"You can’t go back and make a new start, but you can start right now and make a brand new ending.",inspirational;misattributed-carl-bard;misattributed-dan-zadra;misattributed-zig-ziglar
1133,The right thing at the wrong tme is the wrong thing.,inspirational;love;timing
1134,"no matter how ugly the world gets or how stupid it shows me it is, I always have faith",inspirational
1135,"Every person, all the events of your life are there because you have drawn them there. What you choose to do with them is up to you.",inspirational
1136,"Difficulties and adversities viciously force all their might on us and cause us to fall apart, but they are necessary elements of individual growth and reveal our true potential. We have got to endure and overcome them, and move forward. Never lose hope. Storms make people stronger and never last forever.",adversity;challenge;growth;hope;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;motivation;motivational;never-lose-hope;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;potential
1137,"Every choice comes with a consequence. Once you make a choice, you must accept responsibility. You cannot escape the consequences of your choices, whether you like them or not.",choices;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
1138,How much you can learn when you fail determines how far you will go into achieving your goals.,failure;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;learning;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success
1139,Push your boundaries beyond the ordinary; be that “extra” in “extraordinary.,growth;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;progress
1140,"How should we be able to forget those ancient myths that are at the beginning of all peoples, the myths about dragons that at the last moment turn into princesses; perhaps all the dragons of our lives are princesses who are only waiting to see us once beautiful and brave. Perhaps everything terrible is in its deepest being something helpless that wants help from us",attitude;change;courage;depression;dragons;fears;helplessness;inspirational;poetry;sadness;strength;transformation;weakness
1141,The universe doesn’t give you what you ask for with your thoughts - it gives you what you demand with your actions.,actions;change;inspirational;intent;motivational;success;thoughts;universe
1142,"If you really want to do something, you'll find a way. If you don't, you'll find an excuse.",inspirational
1143,Happiness cannot be pursued; it must ensue.,inspirational;psychology
1144,"Success is determined not by whether or not you face obstacles, but by your reaction to them. And if you look at these obstacles as a containing fence, they become your excuse for failure. If you look at them as a hurdle, each one strengthens you for the next.",ben-carson;failure;gifted-hands;hurdles;inspirational;obstacles;success
1145,"No. Don't give up hope just yet. It's the last thing to go. When you have lost hope, you have lost everything. And when you think all is lost, when all is dire and bleak, there is always hope.",faith;hope;inspirational;never-give-up
1146,The tragedy of life is what dies inside a man while he lives.,inspirational;life
1147,"Ever since happiness heard your name, it has been running through the streets trying to find you.",happiness;happy;inspirational
1148,Anything under God's control is never out of control.,god;hope;inspirational;jesus;relationship
1149,A man who does not think for himself does not think at all.,inspirational;oscar-wilde
1150,"For the things we have to learn before we can do them, we learn by doing them.",doing;inspirational;learning;learning-by-doing;life;practice
1151,There is nothing more beautiful than seeing a person being themselves. Imagine going through your day being unapologetically you.,authenticity;beautiful;being-yourself;inspirational
1152,We dance round in a ring and suppose,inspirational
1153,Sticking feathers up your butt does not make you a chicken!,humor;inspirational;tyler-durden
1154,?? ??? ???? ?????? ?? ??????? ?? ?????? ?????? ????? ? ??? ??? ?? ??????? ???? ?????? ?? ?? ???? ?????? ?????,inspirational
1155,it is impossible to build one's own happiness on the unhappiness of others. This perspective is at the heart of Buddhist teachings.,buddhism;destiny;happiness;humanism;inspirational;karma;peace;self-reformation
1156,"When I was alive, I believed — as you do — that time was at least as real and solid as myself, and probably more so. I said 'one o'clock' as though I could see it, and 'Monday' as though I could find it on the map; and I let myself be hurried along from minute to minute, day to day, year to year, as though I were actually moving from one place to another. Like everyone else, I lived in a house bricked up with seconds and minutes, weekends and New Year's Days, and I never went outside until I died, because there was no other door. Now I know that I could have walked through the walls. (...) You can strike your own time, and start the count anywhere. When you understand that — then any time at all will be the right time for you.",inspirational;reminding
1157,"I have learned, that the person I have to ask for forgiveness from the most is: myself. You must love yourself. You have to forgive yourself, everyday, whenever you remember a shortcoming, a flaw, you have to tell yourself ""That's just fine"". You have to forgive yourself so much, until you don't even see those things anymore. Because that's what love is like.",acceptance-of-oneself;forgive-yourself;forgiveness;inspirational;inspirational-life;inspirational-quotes;love
1158,"Opinion is really the lowest form of human knowledge. It requires no accountability, no understanding. The highest form of knowledge… is empathy, for it requires us to suspend our egos and live in another’s world. It requires profound purpose larger than the self kind of understanding.",accountability;ego;empathy;inspirational;knowledge;opinion
1159,"If they don't like you for being yourself, be yourself even more.",bullying;inspirational
1160,Deciding whether or not to trust a person is like deciding whether or not to climb a tree because you might get a wonderful view from the highest branch or you might simply get covered in sap and for this reason many people choose to spend their time alone and indoors where it is harder to get a splinter.,humor;inspirational;love;simile;tree;trust
1161,Jamie: You know what I figured out today,death-and-dying;inspirational;life;miracle
1162,"a wind has blown the rain away & the sky away & all the leaves away, & the trees stand. i think i, too, have known autumn too long.",inspirational
1163,Live fast. Die young. Be wild. Have fun.,attitude;inspirational;life
1164,"You know what I can't understand? You have all these people telling you all the time how great you are, smart and funny and talented and all that, I mean endlessly, I've been telling you for years. So why don't you believe it? why do you think people say that stuff, Em? Do you think it's a conspiracy, people secretly ganging up to be nice about you?",humor;inspirational
1165,"Being Adam Parrish was a complicated thing, a wonder of muscles and organs, synapses and nerves. He was a miracle of moving parts, a study in survival. The most important thing to Adam Parrish, though, had always been free will, the ability to be his own master",inspirational;poetic;sweet
1166,"I have frequently seen people become neurotic when they content themselves with inadequate or wrong answers to the questions of life. They seek position, marriage, reputation, outward success of money, and remain unhappy and neurotic even when they have attained what they were seeking. Such people are usually confined within too narrow a spiritual horizon. Their life has not sufficient content, sufficient meaning. If they are enabled to develop into more spacious personalities, the neurosis generally disappears.",inspirational;psychology;spiritual
1167,"Seize the moments of happiness, love and be loved! That is the only reality in the world, all else is folly. It is the one thing we are interested in here.",being-loved;happiness;inspirational;philosophy
1168,"Call him Voldemort, Harry. Always use the proper name for things. Fear of a name increases fear of the thing itself.",inspirational;names
1169,"Change course, but don’t give up.",change;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;never-give-up;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
1170,Do your own thing on your own terms and get what you came here for,be-yourself;inspirational;life;self-actualization;self-expression
1171,Re-examine all you have been told. Dismiss what insults your soul.,dismiss;inspirational;soul;spirituality;wisdom
1172,"I try to avoid looking forward or backward, and try to keep looking upward.",inspirational
1173,Some people could look at a mud puddle and see an ocean with ships.,classics;inspirational
1174,"I wish I could've lived my life without making any wrong turns. But that's impossible. A path like that doesn't exist. We fail. We trip. We get lost. We make mistakes. And little by little, one step at a time, we push forward. It's all we can do. On our own two feet.",inspirational
1175,Don't marry a rich man. Marry a good man. He will spend his life trying to keep you happy. No rich man can buy that!,inspirational;inspirational-love;love;women
1176,"There is a time in every man's education when he arrives at the conviction that envy is ignorance; that imitation is suicide; that he must take himself for better, for worse, as his portion; that though the wide universe is full of good, no kernel of nourishing corn can come to him but through his toil bestowed on that plot of ground which is given to him to till. The power which resides in him is new in nature, and none but he knows what that is which he can do, nor does he know until he has tried.",inspirational
1177,"What we do see depends mainly on what we look for. ... In the same field the farmer will notice the crop, the geologists the fossils, botanists the flowers, artists the colouring, sportmen the cover for the game. Though we may all look at the same things, it does not all follow that we should see them.",artists;botanists;farmer;flowers;fossils;game;geologists;inspirational;perspective;seeing;sight;sportsmen
1178,"Consider it: every person you have ever met, every person will suffer the loss of his friends and family. All are going to lose everything they love in this world. Why would one want to be anything but kind to them in the meantime?",inspirational
1179,"As we go through life we gradually discover who we are, but the more we discover, the more we lose ourselves.",inspirational;life
1180,"Ah, but a man's reach should exceed his grasp",aspiration;heaven;inspirational
1181,"Anyone who knows me, should learn to know me again",change;inspirational;self-awareness
1182,We could never learn to be brave and patient if there were only joy in the world,adversity;inspirational;personal-growth
1183,It is during our darkest moments that we must focus to see the light.,inspirational
1184,"I am what I am, an’ I’m not ashamed. 'Never be ashamed,’ my ol’ dad used ter say, ‘there’s some who’ll hold it against you, but they’re not worth botherin’ with.",hagrid;inspirational
1185,No one is ever satisfied where he is.,inspirational
1186,"There are not more than five musical notes, yet the combinations of these five give rise to more melodies than can ever be heard",colors;creativity;diversity;idic;innovation;inspirational;invention;music;problem-solving
1187,Give up to grace. The ocean takes care of each wave 'til it gets to shore. You need more help than you know.,inspirational
1188,"The beauty of the world...has two edges, one of laughter, one of anguish, cutting the heart asunder.",beauty;inspirational
1189,"We are all of us born with a letter inside us, and that only if we are true to ourselves, may we be allowed to read it before we die.",destiny;fate;inspirational;strength
1190,"Death is nothing at all. It does not count. I have only slipped away into the next room. Nothing has happened. Everything remains exactly as it was. I am I, and you are you, and the old life that we lived so fondly together is untouched, unchanged. Whatever we were to each other, that we are still. Call me by the old familiar name. Speak of me in the easy way which you always used. Put no difference into your tone. Wear no forced air of solemnity or sorrow. Laugh as we always laughed at the little jokes that we enjoyed together. Play, smile, think of me, pray for me. Let my name be ever the household word that it always was. Let it be spoken without an effort, without the ghost of a shadow upon it. Life means all that it ever meant. It is the same as it ever was. There is absolute and unbroken continuity. What is this death but a negligible accident? Why should I be out of mind because I am out of sight? I am but waiting for you, for an interval, somewhere very near, just round the corner. All is well. Nothing is hurt; nothing is lost. One brief moment and all will be as it was before. How we shall laugh at the trouble of parting when we meet again!",death-and-dying;inspirational
1191,"Look again at that dot. That's here. That's home. That's us. On it everyone you love, everyone you know, everyone you ever heard of, every human being who ever was, lived out their lives. The aggregate of our joy and suffering, thousands of confident religions, ideologies, and economic doctrines, every hunter and forager, every hero and coward, every creator and destroyer of civilization, every king and peasant, every young couple in love, every mother and father, hopeful child, inventor and explorer, every teacher of morals, every corrupt politician, every ""superstar,"" every ""supreme leader,"" every saint and sinner in the history of our species lived there--on a mote of dust suspended in a sunbeam.",astronomy;inspirational;science;space-travel
1192,"Living well is an art that can be developed: a love of life and ability to take great pleasure from small offerings and assurance that the world owes you nothing and that every gift is exactly that, a gift. ",inspirational;philosophy
1193,With great power comes great responsibility.,comics;inspirational;marvel;marvel-comics;stan-lee
1194,"When you're screwing up and nobody says anything to you anymore, that means they've given up on you.",inspirational
1195,God is subtle but he is not malicious.,inspirational
1196,"I don't know why people are afraid of lust. Then I can imagine that they are very afraid of me, for I have a great lust for everything. A lust for life, a lust for how the summer-heated street feels beneath my feet, a lust for the touch of another's skin on my skin...a lust for everything. I even lust after cake. Yes, I am very lusty and very scary.",human-nature;humanism;humor;humor-fear;inspiration;inspirational;inspirational-life;inspirational-quotes;inspiring;life;life-and-living;living;loving-life;lust;lust-for-life;lustful;lusty;passion;passion-for-life;passion-for-living;passionate-living;passions
1197,"No, our science is no illusion. But an illusion it would be to suppose that what science cannot give us we can get elsewhere.",future;gains;hope;illusion;inspirational;knowledge;progress;science;understanding
1198,Grace is the face that love wears when it meets imperfection.,inspirational
1199,????? ??? ?????? ?????? ?? ?? ?? ?? ????? ? ???? ??????? ???? ??????? ?? ??????? ???? ??? ???? ??????? ?????? ??????? ???? ???? ?????? ????? ??? ????????? ?? ?????? ? ????? ????? ??????? ??? ??????? ????????? ??? ?? ??? ????? ?? ????? ????? ???? ?? ?????? ?????? ?? ???? ??????? ?? ???????? ? ?????? ??? ??????,inspirational
1200,"The language of Friendship is not words, but meanings.",friendship;inspirational;meaning
1201,"In case you never get a second chance: don't be afraid!"" ""And what if you do get a second chance?"" ""You take it!",belief;bravery;chance;chances;courage;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspiring;life;living;second-chance;second-chances;taking-chances
1202,"Look at children. Of course they may quarrel, but generally speaking they do not harbor ill feelings as much or as long as adults do. Most adults have the advantage of education over children, but what is the use of an education if they show a big smile while hiding negative feelings deep inside? Children don’t usually act in such a manner. If they feel angry with someone, they express it, and then it is finished. They can still play with that person the following day.",children;inspirational
1203,"When you take risks you learn that there will be times when you succeed and there will be times when you fail, and both are equally important.",failure;inspirational;risks;success;taking-risks
1204,"Always forgive, but never forget, else you will be a prisoner of your own hatred, and doomed to repeat your mistakes forever.",forgiveness;happiness;inspirational;knowledge;life;philosophy;truth;wisdom
1205,"If I've learned one lesson from all that's happened to me, it's that there is no such thing as the biggest mistake of your existence. There's no such thing as ruining your life. Life's a pretty resilient thing, it turns out.",inspirational
1206,"Love art in yourself, and not yourself in art.",art;inspirational;theatre
1207,"I cannot compromise my respect for your love. You can keep your love, I will keep my respect.",breaking-up;breakup;breakups;compromise;human;humans;inspiration;inspirational;inspirational-quotes;love;motivation;motivational;motivational-quotes;philosophy;respect;respectable;respected;respectful;respecting;respecting-others;respecting-yourself;self-respect;wisdom;wisdom-quotes
1208,I believe in the immeasurable power of love; that true love can endure any circumstance and reach across any distance.,circumstance;distance;endure;inspirational;long-distance-love;love;power;relationships;soul-mates;true-love
1209,Most people overestimate what they can do in one year and underestimate what they can do in ten years.,bill-gates;inspirational;life
1210,"The absence of the will to live is, alas, not sufficient to make one want to die.",boredom;death;inspirational;life;misery
1211,"????? ???? ?? ?????? ??? ?? ???? ????? ???? ?? ?? ??????? ?????. ?? ??????, ???????.",inspirational
1212,"By hook or by crook, I hope that you will possess yourselves of money enough to travel and to idle, to contemplate the future or the past of the world, to dream over books and loiter at street corners and let the line of thought dip deep into the stream",feminism;inspirational
1213,"Dream, Dream Drea",inspirational
1214,"If the only prayer you say throughout your life is ""Thank You,"" then that will be enough.",inspirational
1215,What we achieve inwardly will change outer reality.,inner-strength;inspirational;misattributed-plutarch
1216,No one has ever achieved greatness without dreams.,dream;dreams;greatness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
1217,"Jesus Christ lived in the midst of his enemies. At the end all his disciples deserted him. On the Cross he was utterly alone, surrounded by evildoers and mockers. For this cause he had come, to bring peace to the enemies of God. So the Christian, too, belongs not in the seclusion of a cloistered life but in the thick of foes. There is his commission, his work. 'The kingdom is to be in the midst of your enemies. And he who will not suffer this does not want to be of the Kingdom of Christ; he wants to be among friends, to sit among roses and lilies, not with the bad people but the devout people. O you blasphemers and betrayers of Christ! If Christ had done what you are doing who would ever have been spared' (Luther).",christ;christianity;cross;enemies;inspirational;love;luther
1218,Love those you hate you.,hate;inspirational;love
1219,"The most important thing in life is to stop saying 'I wish' and start saying 'I will.' Consider nothing impossible, then treat possiblities as probabilities.",inspirational
1220,"Beyond work and love, I would add two other ingredients that give meaning to life. First, to fulfill whatever talents we are born with. However blessed we are by fate with different abilities and strengths, we should try to develop them to the fullest, rather than allow them to atrophy and decay. We all know individuals who did not fulfill the promise they showed in childhood. Many of them became haunted by the image of what they might have become. Instead of blaming fate, I think we should accept ourselves as we are and try to fulfill whatever dreams are within our capability",inspirational;meaning-of-life;science
1221,Closing The Cycl,inspirational;letting-go
1222,You can have everything you want if you can put your heart and soul into everything you do.,doing;energy;heart;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;soul
1223,Free yourself from the complexities and drama of your life. Simplify. Look within. Within ourselves we all have the gifts and talents we need to fulfill the purpose we've been blessed with.,blessings;drama;empowerment;gratitude;inspirational;life;motivational;purpose;simplify
1224,"If it sounds like writing, I rewrite it.",inspirational
1225,Collective madness is called sanity ..,inspirational
1226,Make voyages. Attempt them. There's nothing else.,courage;inaction;inspirational;just-do-it;travel
1227,Live boldly. Push yourself. Don't settle.,inspirational;motivational
1228,"You have to, take a deep breath. and allow the music to flow through you. Revel in it, allow yourself to awe. When you play allow the music to break your heart with its beauty.",inspirational;love;music
1229,Do not let your negative thoughts have power over you because those thoughts will end up controlling your life. No one can live a positive life with a negative mind.,inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
1230,"If nature has made you for a giver, your hands are born open, and so is your heart; and though there may be times when your hands are empty, your heart is always full, and you can give things out of that—warm things, kind things, sweet things—help and comfort and laughter—and sometimes gay, kind laughter is the best help of all.",givers;giving;inspirational;kindness
1231,Men build too many walls and not enough bridges.,bigotry;bridges;compassion;culture;culture-wars;cultures;empathy;hate;hatred;inspirational;intolerance;love;men;misattributed;misattributed-to-isaac-newton;racism;separation;sympathy;tolerance;understanding;walls
1232,There is no limit to the amount of good you can do if you don't care who gets the credit.,accomplishment;achievement;inspirational;misattributed;modesty;recognition
1233,"Life will hit you hard in the face, wait for you to get back up just so it can kick you in the stomach. But getting the wind knocked out of you is the only way to remind your lungs how much they like the taste of air.",inspirational;life
1234,"Don't find fault, find a remedy; anybody can complain",common-sense;inspirational
1235,Laughter is carbonated holiness.,humor;inspirational;laughter
1236,Do your best and let God do the rest.,best;god;inspirational
1237,"Wahai, wanita-wanita yang hingga usia tiga puluh, empat puluh, atau lebih dari itu, tapi belum juga menikah (mungkin kerana kekurangan fizikal, tidak ada kesempatan, atau tidak pernah 'terpilih' di dunia yang amat keterlaluan mencintai harta dan penampilan wajah.) Yakinlah, wanita-wanita solehah yang sendiri, namun tetap mengisi hidupnya dengan indah, bersedekah dan berkongsi, berbuat baik dan bersyukur. Kelak di hari akhir sungguh akan menjadi bidadari-bidadari syurga. Dan khabar baik itu pastilah benar, bidadari syurga parasnya cantik luar biasa.",inspirational;religious
1238,"How would your life be different if…You stopped worrying about things you can’t control and started focusing on the things you can? Let today be the day…You free yourself from fruitless worry, seize the day and take effective action on things you can change.",action;change;control;inspirational;intent;life;motivational;seize-the-day;worry
1239,"Have you ever seen the stars in the night? See them closely, they will tell you, how to be open, how to love and how to shine and twinkle without any differences and jealousy of other stars.",inspirational;trust
1240,"So many people live within unhappy circumstances and yet will not take the initiative to change their situation because they are conditioned to a life of security, conformity, and conservatism, all of which may appear to give one peace of mind, but in reality nothing is more damaging to the adventurous spirit within a man than a secure future. The very basic core of a man's living spirit is his passion for adventure. The joy of life comes from our encounters with new experiences and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun.",inspirational
1241,You should never assume. You know what happens when you assume. You make an ass out of you and me because that's how it's spelled.,humor;inspirational
1242,"Love demands everything, they say, but my love demands only this: that no matter what happens or how long it takes, you`ll keep faith in me, you`ll remember who we are, and you`ll never feel despair.",hopelessness;inspirational;life;love
1243,"We travel, initially, to lose ourselves; and we travel, next to find ourselves. We travel to open our hearts and eyes and learn more about the world than our newspapers will accommodate. We travel to bring what little we can, in our ignorance and knowledge, to those parts of the globe whose riches are differently dispersed. And we travel, in essence, to become young fools again- to slow time down and get taken in, and fall in love once more.",inspirational;love;self-awareness;travel
1244,"I am not what I ought to be, I am not what I want to be, I am not what I hope to be in another world; but still I am not what I once used to be, and by the grace of God I am what I am",i-am;inspirational
1245,"All changes, even the most longed for, have their melancholy; for what we leave behind us is a part of ourselves; we must die to one life before we can enter another.",inspirational
1246,"We do not remember days, we remember moments.",inspirational;thought-provoking
1247,"May I share with you a formula that in my judgment will help you and help me to journey well through mortality... First, fill your mind with truth; second, fill your life with service; and third, fill your heart with love.",advice-for-daily-living;inspirational
1248,Failures are the stairs we climb to reach success.,failure;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success
1249,"My heart, which is so full to overflowing, has often been solaced and refreshed by music when sick and weary.",inspirational;music;power-of-music
1250,"He is half of my soul, as the poets say.",inspirational;love
1251,"Take wrong turns. Talk to strangers. Open unmarked doors. And if you see a group of people in a field, go find out what they are doing. Do things without always knowing how they'll turn out. You're curious and smart and bored, and all you see is the choice between working hard and slacking off. There are so many adventures that you miss because you're waiting to think of a plan. To find them, look for tiny interesting choices. And remember that you are always making up the future as you go.",inspirational;life;xkcd
1252,A winner is a dreamer who never gives up,inspirational
1253,Create a vision for the life you really want and then work relentlessly towards making it a reality.,inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;vision
1254,"that as long as we are being remembered, we remain alive.",inspirational;truth
1255,Your daughter is ugly,inspirational;poetry;world
1256,"I want to continue being crazy; living my life the way I dream it, and not the way the other people want it to be.",inspirational
1257,Today is a new day. Don't let your history interfere with your destiny! Let today be the day you stop being a victim of your circumstances and start taking action towards the life you want. You have the power and the time to shape your life. Break free from the poisonous victim mentality and embrace the truth of your greatness. You were not meant for a mundane or mediocre life!,action;circumstances;destiny;greatness;history;inspirational;life;mediocre;motivational;mundane;new-day;power;shape;today;truth;victim;victim-mentality
1258,"You know, the mind is a remarkable thing. Just because you can't see the wound doesn't mean it isn't hurting. It scars all the time, but it heals.",inspirational;life-lessons
1259,"Be where you are, stop over-thinking, and focus on what you are doing.",focus-on;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;over-thinking;positive;positive-affirmation;positive-life;positive-thinking
1260,"Just because you fall once, doesn't mean you're fall at everything. Keep trying, hold on, and always trust yourself, because if you don't then who will??",inspirational;keep-trying
1261,"Mr. Franz, I think careers are a 20th century invention and I don't want one.",inspirational
1262,To be in your children's memories tomorrow,inspirational;parenting
1263,"You have to love dancing to stick to it. It gives you nothing back, no manuscripts to store away, no paintings to show on walls and maybe hang in museums, no poems to be printed and sold, nothing but that single fleeting moment when you feel alive",ballet;dance;inspirational;merce-cunningham
1264,?? ????? ???? ??? ????? ?????? ???? ??????? ???? ???? ????? ????? ????? ??? ????? ????? ????? ???????? ??? ???? ??????? ???? ??????? ??? ????? ?????,general;inspirational;literature
1265,"The pessimist resembles a man who observes with fear and sadness that his wall calendar, from which he daily tears a sheet, grows thinner with each passing day. On the other hand, the person who attacks the problems of life actively is like a man who removes each successive leaf from his calendar and files it neatly and carefully away with its predecessors, after first having jotted down a few diary notes on the back. He can reflect with pride and joy on all the richness set down in these notes, on all the life he has already lived to the fullest. What will it matter to him if he notices that he is growing old? Has he any reason to envy the young people whom he sees, or wax nostalgic over his own lost youth? What reasons has he to envy a young person? For the possibilities that a young person has, the future which is in store for him",inspirational;reflection
1266,"I think joy and sweetness and affection are a spiritual path. We're here to know God, to love and serve God, and to be blown away by the beauty and miracle of nature. You just have to get rid of so much baggage to be light enough to dance, to sing, to play. You don't have time to carry grudges; you don't have time to cling to the need to be right.",inspirational
1267,...even a tiny bit of deceit is dishonorable when it's used for selfish or cowardly reasons,inspirational;lies;lying;truth
1268,"Life is a funny thing. We only get so many years to live it, so we have to do everything we can to make sure those years are as full as they can be. We shouldn't waste time on things that might happen someday, or maybe even never.",inspirational;life;time
1269,"Mutual caring relationships require kindness and patience, tolerance, optimism, joy in the other's achievements, confidence in oneself, and the ability to give without undue thought of gain.",inspirational;relationships
